startX,startY,startZ,endX,endY,endZ,startRadius,endRadius
-43661.05,-105596.89,0,-43812.14,-105607.53,0,573.33167,577.82605
-43598.742,-105596.07,0,-43705.46,-105606.27,0,539.72034,566.7029
-43529.234,-105550.055,0,-43661.05,-105596.89,0,569.979,573.33167
-43491.938,-105595.98,0,-43598.742,-105596.07,0,510.52332,539.72034
-43400.01,-105483.08,0,-43529.234,-105550.055,0,537.7895,569.979
-43385.027,-105623.3,0,-43491.938,-105595.98,0,499.1575,510.52332
-43278.008,-105681.24,0,-43385.027,-105623.3,0,520.85095,499.1575
-43257.98,-105410.97,0,-43400.01,-105483.08,0,465.05115,537.7895
-42956.79,-105837.56,0,-43063.816,-105815.14,0,721.2576,652.0731
-42849.855,-105811.234,0,-42956.79,-105837.56,0,760.09546,721.2576
-43063.816,-105815.14,0,-43170.91,-105754.39,0,652.0731,576.83325
-42743.004,-105746.83,0,-42849.855,-105811.234,0,756.28577,760.09546
-43170.91,-105754.39,0,-43278.008,-105681.24,0,576.83325,520.85095
-42636.176,-105670.53,0,-42743.004,-105746.83,0,714.6782,756.28577
-42529.32,-105610.38,0,-42636.176,-105670.53,0,654.1274,714.6782
-43099.098,-105339.195,0,-43257.98,-105410.97,0,377.6159,465.05115
-42934.484,-105260.46,0,-43099.098,-105339.195,0,324.77997,377.6159
-42785.316,-105159.11,0,-42934.484,-105260.46,0,342.23938,324.77997
-42671.54,-105020.47,0,-42785.316,-105159.11,0,422.6836,342.23938
-42600.664,-104840.31,0,-42671.54,-105020.47,0,518.5335,422.6836
-42563.016,-104628.82,0,-42600.664,-104840.31,0,574.8507,518.5335
-42536.21,-104406.85,0,-42563.016,-104628.82,0,566.2305,574.8507
-42496.21,-104196.65,0,-42536.21,-104406.85,0,509.47934,566.2305
-36051.83,-111719.41,0,-36173.574,-111572.79,0,198.849,218.73712
-36173.574,-111572.79,0,-36285.54,-111418.375,0,218.73712,243.69762
-36285.54,-111418.375,0,-36364.438,-111237.87,0,243.69762,279.61288
-36364.438,-111237.87,0,-36405.363,-111027.44,0,279.61288,327.54645
-36405.363,-111027.44,0,-36428.84,-110803.25,0,327.54645,381.4955
-36428.84,-110803.25,0,-36472.38,-110594.82,0,381.4955,429.82233
-36472.38,-110594.82,0,-36571.047,-110429.76,0,429.82233,460.12537
-36571.047,-110429.76,0,-36738.004,-110318.44,0,460.12537,465.34186
-36738.004,-110318.44,0,-36956.348,-110247.59,0,465.34186,447.9327
-36956.348,-110247.59,0,-37187.098,-110186.6,0,447.9327,419.7094
-37187.098,-110186.6,0,-37388.934,-110103.016,0,419.7094,396.97415
-37388.934,-110103.016,0,-37538.727,-109978.67,0,396.97415,393.12134
-37538.727,-109978.67,0,-37641.3,-109817.375,0,393.12134,412.37003
-37641.3,-109817.375,0,-37723.418,-109640.234,0,412.37003,447.97052
-36622.61,-109709.07,0,-36757.324,-109701.29,0,634.86304,585.70966
-37741.223,-109459.11,0,-37843.223,-109404.71,0,499.3693,514.3153
-37723.418,-109640.234,0,-37815.98,-109471.52,0,447.97052,486.0829
-37629.38,-109484.73,0,-37741.223,-109459.11,0,466.20367,499.3693
-37509.72,-109490.45,0,-37629.38,-109484.73,0,423.08057,466.20367
-37385.645,-109493.625,0,-37509.72,-109490.45,0,386.14432,423.08057
-37260.54,-109511.414,0,-37385.645,-109493.625,0,372.55054,386.14432
-37136.254,-109551.586,0,-37260.54,-109511.414,0,392.68945,372.55054
-37012.414,-109608.125,0,-37136.254,-109551.586,0,445.04916,392.68945
-36886.902,-109664.195,0,-37012.414,-109608.125,0,516.14844,445.04916
-36757.324,-109701.29,0,-36886.902,-109664.195,0,585.70966,516.14844
-36483.875,-109690.766,0,-36622.61,-109709.07,0,653.754,634.86304
-36344.086,-109660.97,0,-36483.875,-109690.766,0,645.14386,653.754
