x,y,height,land,mountains,plains,hills,slope,boundMin,boundMax,repeatHeight
-131072,-131072,-1281.4261,0,0,1,0,1.0789593E-05,-1299.3081,-1263.684,-1281.4261
-126976,-131072,-1278.438,0,0,1,0,0.001449605,-1296.2961,-1260.7197,-1278.438
-122880,-131072,-1269.7517,0,0,0.4068957,0.5931043,0.0027885437,-1287.5402,-1252.1029,-1269.7517
-118784,-131072,-1255.8123,0,0,0,1,0.0040016193,-1273.4886,-1238.2756,-1255.8123
-114688,-131072,-1237.0963,0,0,0,1,0.0051116943,-1254.621,-1219.7114,-1237.0963
-110592,-131072,-1214.103,0,0,0,1,0.006095886,-1231.4393,-1196.9064,-1214.103
-106496,-131072,-1187.3446,0,0,0.3491249,0.6508751,0.0069580087,-1204.4591,-1170.3698,-1187.3446
-102400,-131072,-1157.3406,0,0,1,0,0.0076789856,-1174.2028,-1140.6179,-1157.3406
-98304,-131072,-1124.609,0,0,1,0,0.008277894,-1141.1915,-1108.166,-1124.609
-94208,-131072,-1089.6611,0,0,1,0,0.008762361,-1105.9398,-1073.5222,-1089.6611
-90112,-131072,-1052.9961,0,0,0.99932754,0.0006724596,0.009124756,-1068.9495,-1037.1825,-1052.9961
-86016,-131072,-1015.0948,0,0,0.17128313,0.8287169,0.009363174,-1030.7045,-999.62476,-1015.0948
-81920,-131072,-973.2356,0.0020470682,0,0,1,0.014034272,-991.6671,-946.38403,-973.2356
-77824,-131072,-889.56335,0.031050915,0,0.0028307438,0.99716926,0.02666855,-930.89386,-839.55945,-889.56335
-73728,-131072,-778.2735,0.09148716,0,0.5483688,0.4516312,0.022323616,-846.99304,-672.6554,-778.2735
-69632,-131072,-681.8021,0.17819402,0,0.9735921,0.026407897,0.028831484,-734.09485,-605.4763,-681.8021
-65536,-131072,-554.2927,0.2846127,0,0.9994486,0.00055140257,0.032676697,-605.1889,-491.76227,-554.2927
-61440,-131072,-414.36475,0.4032759,0,1,0,0.035060883,-465.38892,-358.3711,-414.36475
-57344,-131072,-275.95932,0.526334,0,1,0,0.030966759,-325.15994,-228.61063,-275.95932
-53248,-131072,-161.34381,0.64608854,0,1,0,0.025198936,-206.44347,-117.87127,-161.34381
-49152,-131072,-65.627884,0.7555032,0,1,0,0.022271873,-105.12982,-28.29643,-65.627884
-45056,-131072,9.848373,0.84866637,0,1,0,0.0150443325,-23.079634,40.161083,9.848373
-40960,-131072,62.97915,0.9211762,0,1,0,0.011695865,37.25817,85.72864,62.97915
-36864,-131072,105.209816,0.97042704,0,1,0,0.008478168,86.58468,121.40387,105.209816
-32768,-131072,128.47572,0.99577564,0,1,0,0.002386589,116.03961,144.18416,128.47572
-28672,-131072,120.33746,1,0,1,0,0.0040783915,115.57053,124.96928,120.33746
-24576,-131072,109.201195,1,0,1,0,6.0032266E-06,107.21279,113.833015,109.201195
-20480,-131072,129.03104,1,0,1,0,0.0072617535,124.399216,133.66286,129.03104
-16384,-131072,148.86087,1,0,1,0,7.417845E-06,144.22905,153.49269,148.86087
-12288,-131072,136.53525,1,0,1,0,0.0045137433,131.90343,141.16707,136.53525
-8192,-131072,125.10871,1,0,0.9978138,0.0021861792,0.007136107,108.55902,186.64009,125.10871
