2026/09/07 10:40:44.7684	[engine/Engine] SteamAPI_Init succeeded.  SteamID is [U:1:84581155] (76561198044846883), AppID is 590830	
2026/09/07 10:40:45.0523	[engine/RenderSystem] Vulkan Physical Device: NVIDIA GeForce RTX 5090	
2026/09/07 10:40:45.4936	[engine/RenderSystem] DLSS: enabling required device extension 'VK_NVX_binary_import'.	
2026/09/07 10:40:45.4936	[engine/RenderSystem] DLSS: enabling required device extension 'VK_NVX_image_view_handle'.	
2026/09/07 10:40:45.4936	[engine/RenderSystem] DLSS: enabling required device extension 'VK_KHR_buffer_device_address'.	
2026/09/07 10:40:45.4936	[engine/RenderSystem] DLSS: enabling required device extension 'VK_KHR_push_descriptor'.	
2026/09/07 10:40:45.6094	[engine/RenderSystem] Vulkan driver version: 616.64.0.0	
2026/09/07 10:40:47.3434	[Generic] Editor Startup version 26.09.01c	
2026/09/07 10:40:47.7589	[engine/AssetSystem] AssetSystem pruned 1 stale assets	
2026/09/07 10:40:47.7844	[engine/ResourceSystem] Error loading resource "textures/dev/blue_noise_256.vtex" (Invalid header version: 8736 != 12)	
2026/09/07 10:40:47.7844	[engine/Engine] WARNING: Local content might be corrupt or missing files. Not reporting to Steam due to disabled reporting.	
2026/09/07 10:40:47.8303	[Generic] Compiling Tools	
2026/09/07 10:40:49.5384	[Generic] Command screenshot_highres already exists - not overwriting (Take a high resolution screenshot you specify the width and height)	
2026/09/07 10:40:49.5949	[Generic] Compiling base projects	
2026/09/07 10:40:49.6315	[MCP] MCP server listening on http://127.0.0.1:7269/mcp	
2026/09/07 10:40:50.9591	[Generic] Validating cloud assets	
2026/09/07 10:40:50.9591	[Generic] Validating cloud packages	
2026/09/07 10:40:51.1402	[PackageManager] Install Package (Already Mounted) local.menu#local [local]	
2026/09/07 10:40:51.6834	[PackageManager] Install Package (Already Mounted) local.toolbase#local [local]	
2026/09/07 10:40:51.7095	[PackageManager] Install Package (Already Mounted) local.shadergraph#local [local]	
2026/09/07 10:40:51.7347	[PackageManager] Install Package (Already Mounted) local.actiongraph#local [local]	
2026/09/07 10:40:51.7950	[PackageManager] Install Package (Already Mounted) local.moviemaker#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.hammer#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.dooeditor#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.menu#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.toolbase#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.shadergraph#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.actiongraph#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.moviemaker#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.hammer#local [local]	
2026/09/07 10:40:51.8025	[PackageManager] Install Package (Already Mounted) local.dooeditor#local [local]	
2026/09/07 10:40:51.8671	[engine/AssetSystem] AssetSystem pruned 47 stale assets	
2026/09/07 10:40:57.4871	[PackageManager] Install Package (Already Mounted) local.voxels3#local [gamemenu]	
2026/09/07 10:40:59.0139	[Startup] Importing custom assets	
2026/09/07 10:41:00.1548	[Startup] ..refresh complete (took 0.005s)	
2026/09/07 10:41:00.8706	[Generic] [VoxelWorld] gpu.render.camera_bindings attached=1 entered=1 left=0 mainCameraValid=True	
2026/09/07 10:41:01.3141	[Generic] Bootstrap Init Done	
2026/09/07 10:41:01.3170	[Generic] Bootstrap Networking...	
2026/09/07 10:41:01.5304	[Generic] FontManager: Font 'Verdana' not found, falling back to system font	
2026/09/07 10:41:01.6435	[engine/ResourceSystem] Error loading resource file "materials/default/default_mask_tga_3a4f4d17.generated.vtex_c" (Error: ERROR_FILEOPEN: File not found) - from materials/generic/trash_a.vmat	
2026/09/07 10:41:01.6494	[engine/ResourceSystem] Error loading resource file "box_test.vmdl_c" (Error: ERROR_FILEOPEN: File not found) - from scenes/reward-unbox.scene	
2026/09/07 10:41:01.6494	[engine/ResourceSystem] Error loading resource file "models/props/metal_wheely_bin/metal_wheely_bin_compost.vmat_c" (Error: ERROR_FILEOPEN: File not found) - from models/sbox_props/metal_wheely_bin/metal_wheely_bin_body_gib.vmdl	
2026/09/07 10:41:01.6955	[engine/ResourceSystem] Error loading resource file "particles/break/break.cardboard.vpcf_c" (Error: ERROR_FILEOPEN: File not found) - from models/citizen_props/balloonregular01.vmdl	
2026/09/07 10:41:01.7278	[engine/ResourceSystem] Error loading resource file "sounds/tools/sfm/denyundo.vsnd_c" (Error: ERROR_FILEOPEN: File not found) - from sounds/player_use_fail.sound	
2026/09/07 10:41:02.1756	[engine/ResourceSystem] Error loading resource file "models/citizen_clothes/hair/hair_looseblonde/hair.loose.brown.clothing_c" (Error: ERROR_FILEOPEN: File not found) - from models/citizen_clothes/hair/hair_looseblonde/hair.loose.grey.clothing	
2026/09/07 10:41:31.1425	[Generic] [VoxelWorld] gpu.render.camera_bindings attached=1 entered=1 left=0 mainCameraValid=True	
2026/09/07 10:41:31.2115	[engine/RenderSystem] Merging and flushing Vulkan pipeline cache to disk.	
2026/09/07 10:41:31.2501	[Generic] [VoxelWorld] gpu.render.command_list_reset total=1 descriptorUploads=0 arenas=0 visibilityCapacity=0 measurement=False settledCapture=False updateEpoch=1 renderSequence=0	
2026/09/07 10:41:31.3259	[Generic] [VoxelWorld] gpu.render.command_list_reset total=2 descriptorUploads=1 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=3 renderSequence=2	
2026/09/07 10:41:31.3332	[Generic] [VoxelWorld] gpu.render.command_list_reset total=3 descriptorUploads=2 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=4 renderSequence=3	
2026/09/07 10:41:31.3332	[Generic] [VoxelWorld] gpu.render.command_list_reset total=4 descriptorUploads=3 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=5 renderSequence=4	
2026/09/07 10:41:31.3332	[Generic] [VoxelWorld] gpu.render.command_list_reset total=5 descriptorUploads=4 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=7 renderSequence=6	
2026/09/07 10:41:31.3510	[Generic] [VoxelWorld] gpu.render.command_list_reset total=6 descriptorUploads=5 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=8 renderSequence=7	
2026/09/07 10:41:31.3510	[Generic] [VoxelWorld] gpu.render.command_list_reset total=7 descriptorUploads=6 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=9 renderSequence=8	
2026/09/07 10:41:31.3510	[Generic] [VoxelWorld] gpu.render.command_list_reset total=8 descriptorUploads=7 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=11 renderSequence=10	
2026/09/07 10:41:31.3642	[Generic] [VoxelWorld] gpu.render.command_list_reset total=9 descriptorUploads=8 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=12 renderSequence=11	
2026/09/07 10:41:31.3642	[Generic] [VoxelWorld] gpu.render.command_list_reset total=10 descriptorUploads=9 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=13 renderSequence=12	
2026/09/07 10:41:31.3642	[Generic] [VoxelWorld] gpu.render.command_list_reset total=11 descriptorUploads=10 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=15 renderSequence=14	
2026/09/07 10:41:31.3794	[Generic] [VoxelWorld] gpu.render.command_list_reset total=12 descriptorUploads=11 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=16 renderSequence=15	
2026/09/07 10:41:31.3794	[Generic] [VoxelWorld] gpu.render.command_list_reset total=13 descriptorUploads=12 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=17 renderSequence=16	
2026/09/07 10:41:31.3794	[Generic] [VoxelWorld] gpu.render.command_list_reset total=14 descriptorUploads=13 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=19 renderSequence=18	
2026/09/07 10:41:31.3794	[Generic] [VoxelWorld] gpu.render.command_list_reset total=15 descriptorUploads=14 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=20 renderSequence=19	
2026/09/07 10:41:31.4036	[Generic] [VoxelWorld] gpu.render.command_list_reset total=16 descriptorUploads=15 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=21 renderSequence=20	
2026/09/07 10:41:31.4036	[Generic] [VoxelWorld] gpu.render.command_list_reset total=17 descriptorUploads=16 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=23 renderSequence=22	
2026/09/07 10:41:31.4182	[Generic] [VoxelWorld] gpu.render.command_list_reset total=18 descriptorUploads=17 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=24 renderSequence=23	
2026/09/07 10:41:31.4266	[Generic] [VoxelWorld] gpu.render.command_list_reset total=19 descriptorUploads=18 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=25 renderSequence=24	
2026/09/07 10:41:31.4266	[Generic] [VoxelWorld] gpu.render.command_list_reset total=20 descriptorUploads=19 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=27 renderSequence=26	
2026/09/07 10:41:31.4495	[Generic] [VoxelWorld] gpu.render.command_list_reset total=21 descriptorUploads=20 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=28 renderSequence=27	
2026/09/07 10:41:31.4585	[Generic] [VoxelWorld] gpu.render.command_list_reset total=22 descriptorUploads=21 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=29 renderSequence=28	
2026/09/07 10:41:31.4585	[Generic] [VoxelWorld] gpu.render.command_list_reset total=23 descriptorUploads=22 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=31 renderSequence=30	
2026/09/07 10:41:31.4764	[Generic] [VoxelWorld] gpu.render.command_list_reset total=24 descriptorUploads=23 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=32 renderSequence=31	
2026/09/07 10:41:31.4764	[Generic] [VoxelWorld] gpu.render.command_list_reset total=25 descriptorUploads=24 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=33 renderSequence=32	
2026/09/07 10:41:31.4942	[Generic] [VoxelWorld] gpu.render.command_list_reset total=26 descriptorUploads=25 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=35 renderSequence=34	
2026/09/07 10:41:31.4942	[Generic] [VoxelWorld] gpu.render.command_list_reset total=27 descriptorUploads=26 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=36 renderSequence=35	
2026/09/07 10:41:31.5098	[Generic] [VoxelWorld] gpu.render.command_list_reset total=28 descriptorUploads=27 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=37 renderSequence=36	
2026/09/07 10:41:31.5226	[Generic] [VoxelWorld] gpu.render.command_list_reset total=29 descriptorUploads=28 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=39 renderSequence=38	
2026/09/07 10:41:31.5226	[Generic] [VoxelWorld] gpu.render.command_list_reset total=30 descriptorUploads=29 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=40 renderSequence=39	
2026/09/07 10:41:31.5463	[Generic] [VoxelWorld] gpu.render.command_list_reset total=31 descriptorUploads=30 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=42 renderSequence=41	
2026/09/07 10:41:31.5560	[Generic] [VoxelWorld] gpu.render.command_list_reset total=32 descriptorUploads=31 arenas=1 visibilityCapacity=512 measurement=False settledCapture=False updateEpoch=43 renderSequence=42	
