startX,startY,startZ,endX,endY,endZ,startRadius,endRadius
-128305.266,-120342.1,0,-128277.76,-120228.93,0,124.07955,135.70015
-128277.76,-120228.93,0,-128250.734,-120123.664,0,135.70015,141.08391
-128250.734,-120123.664,0,-128212.69,-120025.555,0,141.08391,140.73431
-128212.69,-120025.555,0,-128149.586,-119933.49,0,140.73431,139.60643
-128149.586,-119933.49,0,-128026.88,-119792.64,0,139.60643,141.32222
-128026.88,-119792.64,0,-127892.04,-119662.48,0,141.32222,139.55396
-127892.04,-119662.48,0,-127730.836,-119555.64,0,139.55396,133.21101
-127730.836,-119555.64,0,-127547.695,-119468.25,0,133.21101,127.73411
-127547.695,-119468.25,0,-127365.78,-119379.71,0,127.73411,131.58873
-127365.78,-119379.71,0,-127215.29,-119263.3,0,131.58873,148.71684
-127215.29,-119263.3,0,-127116.44,-119101.07,0,148.71684,173.5949
-127116.44,-119101.07,0,-127067.04,-118894.95,0,173.5949,193.80571
-127067.04,-118894.95,0,-127042.03,-118667.24,0,193.80571,198.69635
-127042.03,-118667.24,0,-127005.35,-118449.95,0,198.69635,187.2556
-127005.35,-118449.95,0,-126927.81,-118269.04,0,187.2556,168.69513
-126927.81,-118269.04,0,-126800.7,-118132.24,0,168.69513,155.24318
-146466.19,-108828.88,0,-146523.94,-109015.25,0,462.71506,433.75696
-146407.23,-108622.25,0,-146466.19,-108828.88,0,502.06818,462.71506
-146339.66,-108406.72,0,-146407.23,-108622.25,0,526.28894,502.06818
-146241.83,-108209.945,0,-146339.66,-108406.72,0,511.15326,526.28894
-146090.94,-108061.055,0,-146241.83,-108209.945,0,456.15436,511.15326
-145877.44,-107973.77,0,-146090.94,-108061.055,0,389.89386,456.15436
-145613.08,-107937.47,0,-145877.44,-107973.77,0,351.83316,389.89386
-145327.33,-107921.055,0,-145613.08,-107937.47,0,364.0653,351.83316
-145054.45,-107887.95,0,-145327.33,-107921.055,0,415.9534,364.0653
-144818.38,-107813.48,0,-145054.45,-107887.95,0,474.09912,415.9534
-144623.73,-107695.1,0,-144818.38,-107813.48,0,508.82428,474.09912
-144458.11,-107549.96,0,-144623.73,-107695.1,0,514.689,508.82428
-144303.45,-107401.59,0,-144458.11,-107549.96,0,508.53036,514.689
-144150.1,-107264,0,-144303.45,-107401.59,0,508.79453,508.53036
-144080.14,-107183.66,0,-144150.1,-107264,0,515.1031,508.79453
-144089.62,-106902.9,0,-144062.2,-107003.24,0,553.4577,555.21747
-144105.94,-106793.53,0,-144089.62,-106902.9,0,512.6353,553.4577
-144090.88,-106674.16,0,-144105.94,-106793.53,0,445.47864,512.6353
-144207.75,-105774.836,0,-144109.2,-105895.664,0,583.64667,600.217
-144284.84,-105654.414,0,-144207.75,-105774.836,0,556.9972,583.64667
-144329.44,-105534.414,0,-144284.84,-105654.414,0,543.5404,556.9972
-144348.86,-105416.78,0,-144329.44,-105534.414,0,543.90955,543.5404
-144340.7,-105243.81,0,-144348.86,-105416.78,0,510.98184,543.90955
-144287.67,-105092.88,0,-144340.7,-105243.81,0,479.08664,510.98184
-144217.2,-104939.164,0,-144287.67,-105092.88,0,465.46207,479.08664
-144155.27,-104759.28,0,-144217.2,-104939.164,0,471.9679,465.46207
-144110.36,-104547.09,0,-144155.27,-104759.28,0,478.4998,471.9679
-144067.27,-104320.02,0,-144110.36,-104547.09,0,458.29633,478.4998
-146534.3,-103142.62,0,-146441.03,-103268.39,0,510.4809,508.04745
-146591.28,-102996.516,0,-146534.3,-103142.62,0,525.4511,510.4809
-146617.19,-102830.52,0,-146591.28,-102996.516,0,543.05554,525.4511
-146599.3,-102666.12,0,-146617.19,-102830.52,0,538.8561,543.05554
-146516.69,-102534.43,0,-146599.3,-102666.12,0,496.9187,538.8561
-146356,-102457.695,0,-146516.69,-102534.43,0,429.11316,496.9187
-146123.98,-102434.52,0,-146356,-102457.695,0,371.84695,429.11316
-145849.14,-102437.83,0,-146123.98,-102434.52,0,360.78412,371.84695
-145571.4,-102427.17,0,-145849.14,-102437.83,0,403.70538,360.78412
-145325.27,-102368.47,0,-145571.4,-102427.17,0,474.09186,403.70538
-145125.75,-102250.55,0,-145325.27,-102368.47,0,530.90106,474.09186
-144965.16,-102088.97,0,-145125.75,-102250.55,0,548.174,530.90106
